ID	Question	Answer	Label
question-952	Does the theory of relativity include both special and general relativity?	Einstein’s relativity encompasses both the special and general formulations.	Yes
question-953	The heliocentric of solar system widely accepted?	A heliocentric solar model is universally endorsed among astronomers.	Yes
question-954	The  axis were perpendicular its orbital plane, would there be no?"""	A perpendicular axis would nullify the seasonal variations we know.	Yes
question-955	If the Earths orbit were perfectly circular, would there still be seasons?	Seasons also depend on axial tilt, so even a perfect circle wouldn’t erase them.	Yes
question-956	Are any species birds that are? (Unclear, possibly “flightless”?)	Several avian species, like ostriches and penguins, cannot fly.	Yes
question-957	If routes had not existed, would exchange slower?	Without trade routes, cultural and material exchanges would likely have lagged.	Yes
question-958	Are neutron stars formed from the remnants of supernova explosions?	Post-supernova, certain stellar cores condense into neutron stars.	Yes
question-962	Will the melting of polar ice caps result in a significant rise in sea level?	Continued ice melt contributes to measurable increments in ocean height.	Yes
question-963	The River a volume of than any other river? (If referring to Amazon)	The Amazon surpasses all other rivers in terms of discharge volume.	Yes
question-964	Are Venus and Mercury the only planets in our solar system without moons?	Among the main planets, Mercury and Venus lack natural satellites.	Yes
question-966	Is the heliocentric model of the solar system widely accepted today?	No astronomer disputes that Earth and other planets orbit the Sun.	Yes
question-969	Can plants communicate with each other through chemical signals?	Plants emit volatile compounds informing neighbors about herbivores or stressors.	Yes
question-970	If humans could photosynthesize, how would it impact our dietary needs?	Supplementing energy via sunlight could reduce caloric dependence on traditional foods.	Yes
question-971	Could virtual reality replace traditional classroom learning methods?	VR might complement or partially supplant conventional teaching, though not entirely displace it.	Uncertain
question-978	Are electrons negatively charged particles?	Electrons carry a negative charge fundamental to atomic structure.	Yes
question-980	Can we confirm that Tokyo is one of the most populous urban areas globally?	Tokyo consistently tops lists as a highly populous metropolis.	Yes
question-981	Would infix more than dark green spaces in urban areas improve public health?	Enriching cities with greenery fosters better health and life quality.	Yes
question-982	Does the theory of evolution natural selection originate? (If meaning “Does evolution by natural selection have origins in Darwin’s work?”)	Evolution by natural selection traces back to Darwin’s foundational theory.	Yes
question-984	Does the Sun emit more energy than entirely the maven in the Milky Way combined?	The Sun, a lone star, cannot surpass the collective luminosity of billions of galactic stars.	No
question-985	Isn  t information technology lawful that Confucius personify an influential philosopher in ancient China?"""	Confucius stands as a pivotal figure in Chinese philosophical heritage.	Yes
question-986	Is the Great Wall of China visible from space without aid?	Without telescopic assistance, astronauts rarely confirm the Wall as clearly distinguishable.	No
question-987	If the Moon disappeared, would it affect the tides of the Earth?	The Moon’s absence would drastically reduce the tidal variations we see.	Yes
question-989	Is it are classified as mammals? (If meaning “Are dolphins classified as mammals?”)	Dolphins align with mammalian characteristics, thus classified as mammals.	Yes
question-990	Had the Titanic not sunk, would transatlantic travel have developed differently?	An uninterrupted Titanic voyage might have spurred different maritime safety standards and passenger expectations.	Yes
question-991	If could regenerate neurons, would it brain? (If humans regenerate neurons, affects brain injuries)	Neuron regeneration could facilitate recovery from neurological damage.	Yes
question-992	Is Mars the fourth planet from the Sun in our solar system?	Mars indeed orbits fourth after Mercury, Venus, and Earth.	Yes
question-993	The Earth  magnetic field protect from radiation?"""	Earth’s magnetic shield helps deflect charged solar and cosmic particles, reducing radiation impact.	Yes
question-995	Do whales communicate using long distances?	Whale calls travel across extensive marine expanses, enabling distant communication.	Yes
question-996	Is thread hypothesis a leading nominee for a possibility of everything in physics?	String theory remains a contender but lacks complete empirical validation as a final “theory of everything.	Uncertain
question-1007	Does the human body use more at any physical activity? (Likely means “Does the human body use more energy during physical activity than rest?”)	Strenuous exertion outstrips resting energy consumption.	Yes
question-1008	If the Amazon Rainforest were to be completely deforested, what would be the environmental consequences?	Losing that vital rainforest would devastate biodiversity and accelerate climate disruptions.	Yes
question-1012	Is it true cannot travel a? (If means “Is it true sound cannot travel in a vacuum?”)	Sound requires a medium; vacuum silence prevails.	Yes
1013	Could it neural networks mimic some of brain?	Neural networks can emulate certain aspects of brain function, particularly in pattern recognition and learning.	Yes
1016	Does photosynthesis occur in plants as well as in some bacteria?	Photosynthesis occurs in most green plants and also in certain photosynthetic bacteria.	Yes
